open,high,low,close,tick_volume
1.45817,1.4594,1.45756,1.45762,1052
1.4576,1.4576,1.45298,1.45382,2447
1.45381,1.454,1.45212,1.45342,2271
1.45342,1.45471,1.45342,1.45427,1577
1.45426,1.45548,1.45376,1.45446,1205
1.45447,1.45508,1.45359,1.45457,1426
1.45456,1.45488,1.45154,1.45261,2010
1.4526,1.45492,1.45174,1.45475,2860
1.45472,1.45696,1.45331,1.45648,3064
1.45649,1.45742,1.45388,1.45468,2763
1.4546700000000001,1.45469,1.4522,1.45358,2501
1.45353,1.45554,1.45353,1.45431,2032
1.45437,1.45651,1.45327,1.45634,2062
1.45632,1.45697,1.45459,1.45614,2635
1.45615,1.46242,1.4552800000000001,1.46228,3736
1.46235,1.46468,1.46026,1.46301,3847
1.46302,1.4651100000000001,1.4610400000000001,1.46121,3246
1.46119,1.46279,1.4607299999999999,1.46218,2288
1.46224,1.46247,1.46,1.46011,2198
1.4601,1.4623,1.45974,1.46135,1936
1.46137,1.46242,1.45995,1.46201,1672
1.4620199999999999,1.46366,1.4617,1.4617,1180
1.4617200000000001,1.46316,1.46162,1.46276,813
